Gender,Own_Car,Own_Property,Children_Count,Annual_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Employment_Days,Age_Days,Has_Work_Phone,Has_Phone,Has_Email,Occupation_Type,Family_Members,Status
F,N,N,0,187462,Working,Secondary / secondary special,Separated,With parents,-10809,-24836,0,1,1,Core staff,1,0
F,N,Y,2,275886,Working,Secondary / secondary special,Married,House / apartment,-5282,-19322,0,1,0,Private service staff,1,1
M,N,Y,0,122825,Pensioner,Higher education,Civil marriage,House / apartment,0,-21663,0,1,0,Medicine staff,2,0
M,N,Y,0,94990,Working,Higher education,Single / not married,With parents,-6287,-21650,1,1,0,Private service staff,2,1
M,Y,Y,1,173042,Commercial associate,Higher education,Married,House / apartment,-8483,-7629,0,0,0,IT staff,3,1
F,N,N,2,178843,State servant,Secondary / secondary special,Married,House / apartment,-2862,-22471,0,0,0,Security staff,3,1
F,N,N,3,260807,Commercial associate,Secondary / secondary special,Married,With parents,-9865,-12594,0,1,0,Core staff,1,0
F,N,Y,2,70089,Pensioner,Secondary / secondary special,Married,House / apartment,13,-19244,1,1,0,Drivers,2,0
M,N,Y,1,79940,Working,Higher education,Married,With parents,-8249,-16895,1,0,1,Laborers,2,1
M,N,Y,0,239434,Working,Higher education,Married,House / apartment,-6791,-7290,1,0,0,Cooking staff,2,1
F,N,N,0,90118,Pensioner,Incomplete higher,Single / not married,House / apartment,28,-14784,1,1,0,Sales staff,1,0
F,N,Y,0,288349,Commercial associate,Secondary / secondary special,Married,House / apartment,-7826,-20407,1,0,0,Secretaries,1,1
F,N,Y,1,369020,Commercial associate,Higher education,Married,With parents,-13281,-24807,0,0,0,Medicine staff,4,1
M,Y,Y,1,169650,Commercial associate,Secondary / secondary special,Married,House / apartment,-6939,-18599,1,0,0,Medicine staff,3,1
F,N,Y,0,189835,Working,Higher education,Single / not married,House / apartment,-3492,-23263,1,0,0,Core staff,2,1
M,N,Y,2,135440,Working,Secondary / secondary special,Married,House / apartment,-10986,-15118,1,0,0,Core staff,2,0
M,Y,N,1,107866,Pensioner,Secondary / secondary special,Married,House / apartment,16,-9754,0,0,0,Medicine staff,2,0
F,Y,Y,0,181152,Commercial associate,Secondary / secondary special,Married,House / apartment,-14122,-18717,0,0,0,Drivers,3,1
F,N,Y,0,166519,Working,Higher education,Married,House / apartment,-6215,-13640,0,0,0,Cleaning staff,2,1
F,Y,Y,2,94598,Pensioner,Secondary / secondary special,Married,House / apartment,5,-9141,0,0,0,Private service staff,1,0
M,N,Y,2,179744,Working,Secondary / secondary special,Married,House / apartment,-8728,-17401,0,0,0,Private service staff,3,1
M,N,N,3,231564,Working,Secondary / secondary special,Single / not married,House / apartment,-1912,-14572,1,0,0,High skill tech staff,2,0
F,N,Y,0,104962,Pensioner,Lower secondary,Single / not married,House / apartment,27,-10583,0,0,0,Security staff,2,0
F,N,Y,5,126056,Pensioner,Secondary / secondary special,Married,House / apartment,6,-21117,0,0,0,Sales staff,2,0
M,Y,Y,0,168805,Working,Incomplete higher,Married,House / apartment,-5933,-19947,0,1,0,Core staff,2,1
M,N,Y,0,310271,Working,Lower secondary,Separated,House / apartment,-8286,-9767,0,0,0,Sales staff,2,1
M,N,Y,5,266660,Working,Incomplete higher,Married,Co-op apartment,-1617,-12876,1,0,0,Laborers,2,1
F,N,Y,0,346384,Commercial associate,Incomplete higher,Single / not married,House / apartment,-9891,-23872,1,0,0,Security staff,2,1
M,Y,Y,1,203228,Working,Incomplete higher,Separated,House / apartment,-3577,-10284,0,1,0,Security staff,1,1
M,N,Y,0,113252,Pensioner,Secondary / secondary special,Single / not married,House / apartment,8,-18135,0,0,0,IT staff,3,0
M,Y,Y,1,184936,State servant,Secondary / secondary special,Married,Municipal apartment,-12552,-10593,0,0,0,Core staff,2,1
M,Y,Y,3,82891,Pensioner,Higher education,Married,Rented apartment,24,-16676,0,0,0,High skill tech staff,1,0
M,Y,Y,0,129623,Working,Secondary / secondary special,Married,House / apartment,-12864,-17593,1,0,0,Accountants,3,0
F,Y,Y,1,57751,Pensioner,Secondary / secondary special,Married,With parents,21,-17755,1,0,0,Drivers,3,0
M,N,N,0,145684,Working,Higher education,Married,House / apartment,-12947,-20335,1,0,0,Medicine staff,3,0
F,Y,N,1,228919,Working,Secondary / secondary special,Single / not married,House / apartment,-7237,-20780,0,0,1,Laborers,2,0
M,N,Y,0,109127,Working,Incomplete higher,Married,House / apartment,-1768,-13269,0,0,0,High skill tech staff,2,0
F,N,Y,0,142643,Working,Higher education,Civil marriage,House / apartment,-14917,-13820,0,0,0,Medicine staff,3,0
F,N,Y,0,136945,Pensioner,Higher education,Single / not married,House / apartment,18,-12506,1,0,0,IT staff,3,0
F,Y,Y,0,240427,Working,Secondary / secondary special,Married,House / apartment,-12332,-13515,0,0,0,Secretaries,2,1
F,N,N,3,256261,Working,Secondary / secondary special,Married,House / apartment,-9769,-24689,0,0,1,IT staff,4,1
M,N,Y,0,199460,State servant,Lower secondary,Married,With parents,-4589,-19566,1,0,0,IT staff,1,1
M,N,Y,0,162123,Working,Secondary / secondary special,Married,House / apartment,-6110,-9433,0,0,0,Drivers,5,1
F,Y,N,1,143243,Pensioner,Secondary / secondary special,Married,House / apartment,27,-9020,0,0,0,Drivers,4,0
F,N,N,0,268468,Working,Higher education,Married,House / apartment,-392,-8215,0,0,0,Managers,3,1
F,N,Y,2,204516,Working,Secondary / secondary special,Single / not married,House / apartment,-2183,-7020,1,0,1,Accountants,4,0
F,N,Y,4,198504,State servant,Secondary / secondary special,Married,House / apartment,-10586,-24879,0,0,0,Cleaning staff,3,1
F,Y,Y,1,82870,Working,Secondary / secondary special,Married,House / apartment,-7751,-24250,0,0,0,Security staff,2,0
F,N,Y,2,275874,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-5710,-8511,0,1,0,Cleaning staff,2,1
M,Y,N,1,184393,Working,Secondary / secondary special,Married,House / apartment,-8428,-18066,0,1,0,Laborers,1,1
F,Y,N,0,140680,Working,Incomplete higher,Married,Municipal apartment,-7373,-15749,1,1,0,Cleaning staff,2,1
F,N,N,1,191698,Working,Secondary / secondary special,Married,House / apartment,-12106,-12641,0,1,1,Accountants,3,0
M,Y,Y,1,146824,Working,Secondary / secondary special,Married,House / apartment,-11583,-12145,0,0,0,IT staff,2,0
F,Y,N,1,116511,Working,Secondary / secondary special,Married,House / apartment,-14752,-7372,0,0,0,Accountants,2,0
M,Y,Y,2,66111,Pensioner,Secondary / secondary special,Widow,Co-op apartment,27,-15799,0,0,0,Sales staff,3,0
F,N,Y,1,273741,Working,Incomplete higher,Married,House / apartment,-2326,-21718,0,0,0,Sales staff,4,1
M,N,Y,3,233339,Working,Secondary / secondary special,Married,House / apartment,-4851,-22725,0,0,0,Security staff,1,1
F,N,Y,2,283831,Working,Lower secondary,Married,House / apartment,-13110,-24235,1,1,0,IT staff,2,1
F,N,N,1,139460,State servant,Secondary / secondary special,Single / not married,House / apartment,-7120,-22285,1,1,0,Managers,2,0
M,Y,Y,1,213709,State servant,Higher education,Married,House / apartment,-2350,-7119,0,0,0,Drivers,3,1
F,N,Y,0,209977,Commercial associate,Secondary / secondary special,Married,House / apartment,-3441,-12862,1,1,0,Accountants,1,1
F,N,Y,4,120439,Pensioner,Secondary / secondary special,Married,House / apartment,26,-13076,1,0,0,Accountants,3,0
F,Y,Y,1,193250,Working,Secondary / secondary special,Married,House / apartment,-8419,-19934,0,1,0,Private service staff,2,1
M,N,Y,0,177430,Working,Higher education,Married,House / apartment,-11937,-24511,0,0,0,Drivers,2,1
M,N,Y,0,155782,Commercial associate,Secondary / secondary special,Separated,With parents,-9349,-18626,1,0,0,Laborers,4,1
M,Y,N,1,375406,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13194,-23065,1,0,0,Private service staff,1,0
F,Y,Y,0,209460,Working,Higher education,Married,Municipal apartment,-7700,-22251,0,1,1,Medicine staff,2,1
F,Y,Y,0,199789,Working,Secondary / secondary special,Married,House / apartment,-6513,-13512,0,1,0,Sales staff,1,1
F,Y,Y,1,181082,State servant,Secondary / secondary special,Married,House / apartment,-12306,-13117,0,0,0,Private service staff,2,1
F,N,N,0,125899,Pensioner,Higher education,Single / not married,House / apartment,22,-15705,0,0,0,Secretaries,2,0
F,N,Y,1,144163,Working,Secondary / secondary special,Married,House / apartment,-2869,-17536,1,1,0,Security staff,2,1
F,N,Y,0,270969,Commercial associate,Higher education,Widow,House / apartment,-632,-12863,1,1,0,Cleaning staff,1,1
M,N,Y,0,101574,Working,Secondary / secondary special,Single / not married,With parents,-9507,-18714,0,1,0,Security staff,2,0
F,Y,Y,1,191164,Working,Secondary / secondary special,Married,House / apartment,-6777,-12005,1,0,0,Medicine staff,3,1
M,N,Y,1,213694,Working,Secondary / secondary special,Civil marriage,With parents,-10350,-20851,0,0,0,Medicine staff,3,1
F,N,N,0,168079,Working,Incomplete higher,Single / not married,House / apartment,-6874,-19152,0,1,0,Cleaning staff,2,0
F,N,Y,0,202252,Working,Incomplete higher,Married,House / apartment,-2933,-17344,0,0,0,Drivers,3,1
F,N,Y,1,77390,Pensioner,Lower secondary,Married,Municipal apartment,1,-22655,1,0,0,Cleaning staff,2,0
M,N,N,0,122050,Working,Secondary / secondary special,Married,House / apartment,-14208,-18320,0,0,0,Medicine staff,2,0
M,N,Y,0,105882,Commercial associate,Higher education,Married,House / apartment,-1581,-16230,0,0,0,Managers,2,1
M,N,Y,0,220712,Working,Secondary / secondary special,Married,House / apartment,-10809,-12213,0,1,0,Security staff,2,1
M,Y,Y,2,67508,Working,Secondary / secondary special,Married,House / apartment,-13911,-14137,0,0,0,Security staff,2,0
M,Y,Y,2,113610,Pensioner,Higher education,Married,Municipal apartment,14,-18016,0,0,0,Sales staff,2,0
F,Y,Y,2,285483,Commercial associate,Secondary / secondary special,Married,House / apartment,-6579,-19744,1,0,0,Core staff,3,1
F,N,Y,2,203153,State servant,Secondary / secondary special,Separated,House / apartment,-12220,-18449,1,0,0,Secretaries,4,1
M,N,N,1,55111,Student,Secondary / secondary special,Single / not married,Municipal apartment,-2355,-8338,1,1,0,Medicine staff,2,0
M,N,N,1,128902,Working,Higher education,Single / not married,With parents,-10503,-23532,0,0,0,Accountants,3,1
F,N,Y,1,237967,Working,Secondary / secondary special,Married,House / apartment,-14211,-15868,1,0,1,Core staff,3,1
F,N,Y,0,110394,Pensioner,Secondary / secondary special,Single / not married,House / apartment,5,-22682,0,0,0,IT staff,3,0
F,N,Y,1,83301,Student,Academic degree,Widow,House / apartment,-2442,-20464,0,0,0,Medicine staff,2,1
F,Y,N,2,434370,Commercial associate,Secondary / secondary special,Married,House / apartment,-5010,-19653,0,1,0,Core staff,2,0
F,Y,Y,1,101167,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,-10538,0,1,0,Cleaning staff,1,0
F,N,Y,0,109479,Pensioner,Higher education,Married,House / apartment,20,-11419,0,0,0,Drivers,2,1
F,N,N,0,175498,Working,Higher education,Civil marriage,House / apartment,-1525,-14933,0,1,0,IT staff,3,1
M,N,Y,1,87639,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-8329,-21774,0,0,0,IT staff,1,0
F,Y,N,1,182965,Pensioner,Higher education,Separated,House / apartment,26,-13080,0,0,0,Sales staff,2,0
M,Y,Y,2,245181,Commercial associate,Secondary / secondary special,Married,House / apartment,-10365,-9728,0,1,0,Accountants,3,1
F,N,N,0,183276,Working,Secondary / secondary special,Married,House / apartment,-9039,-22181,0,0,0,Medicine staff,3,1
M,Y,N,2,219439,Working,Secondary / secondary special,Married,House / apartment,-8262,-21030,0,1,1,Drivers,2,1
F,Y,Y,1,198856,Working,Secondary / secondary special,Married,House / apartment,-2952,-14742,0,0,0,Drivers,3,1
F,N,Y,2,243648,Working,Secondary / secondary special,Married,House / apartment,-1880,-8192,0,1,0,Security staff,2,1
F,Y,Y,1,112778,Pensioner,Incomplete higher,Married,House / apartment,28,-22895,0,1,0,Managers,2,0
F,N,N,1,118904,Working,Higher education,Single / not married,House / apartment,-9845,-9093,0,0,0,Medicine staff,2,0
M,Y,Y,1,114842,Working,Incomplete higher,Married,House / apartment,-170,-15125,0,0,0,Managers,3,0
M,Y,Y,2,137925,Working,Higher education,Civil marriage,With parents,-14687,-13635,0,1,0,High skill tech staff,4,0
M,N,Y,4,295285,Commercial associate,Secondary / secondary special,Married,With parents,-8367,-21853,0,1,0,IT staff,1,1
M,N,Y,0,218110,Commercial associate,Secondary / secondary special,Married,House / apartment,-1413,-12747,0,0,0,Cooking staff,2,1
F,N,Y,0,203685,Working,Incomplete higher,Married,House / apartment,-14768,-11898,1,0,0,Sales staff,2,1
M,N,Y,3,201752,Working,Higher education,Married,Municipal apartment,-9265,-17099,0,0,0,Security staff,2,1
F,Y,Y,1,249758,Working,Lower secondary,Married,With parents,-3301,-7442,1,1,0,Core staff,1,1
F,N,N,1,190820,Working,Secondary / secondary special,Civil marriage,Co-op apartment,-5779,-14999,0,0,0,Core staff,2,0
F,Y,Y,1,99407,Working,Secondary / secondary special,Married,House / apartment,-3202,-24766,0,1,0,Core staff,3,1
M,N,Y,0,186352,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,-7151,-20230,1,0,0,Sales staff,3,1
F,N,N,2,109080,Working,Secondary / secondary special,Civil marriage,House / apartment,-12289,-19872,0,0,1,High skill tech staff,2,0
F,N,Y,2,147723,Working,Secondary / secondary special,Married,House / apartment,-2469,-16841,1,0,0,Laborers,2,0
F,N,N,0,208440,Commercial associate,Secondary / secondary special,Separated,House / apartment,-4520,-22526,0,0,0,Accountants,2,0
F,Y,Y,0,110073,Working,Higher education,Civil marriage,House / apartment,-7060,-24774,0,0,1,Laborers,2,0
F,Y,Y,2,307150,Commercial associate,Secondary / secondary special,Separated,House / apartment,-2809,-18840,0,0,0,Managers,4,0
M,N,Y,0,100483,Working,Secondary / secondary special,Civil marriage,House / apartment,-4203,-14198,0,0,0,IT staff,5,0
F,N,Y,2,221202,Commercial associate,Higher education,Civil marriage,Municipal apartment,-11656,-14993,1,0,0,Laborers,2,1
M,N,Y,0,104146,Pensioner,Secondary / secondary special,Married,House / apartment,29,-19643,0,0,0,Private service staff,2,0
M,Y,Y,1,174142,State servant,Secondary / secondary special,Married,Municipal apartment,-4478,-7206,1,1,0,Security staff,4,1
M,N,N,3,138374,Working,Secondary / secondary special,Separated,House / apartment,-11221,-20236,0,0,0,High skill tech staff,2,0
M,Y,Y,1,200547,Working,Incomplete higher,Single / not married,House / apartment,-9346,-10411,0,0,0,Security staff,3,1
M,N,Y,0,103357,Working,Secondary / secondary special,Married,House / apartment,-2626,-14963,0,0,0,IT staff,2,0
M,N,Y,1,196418,State servant,Incomplete higher,Married,House / apartment,-5928,-23663,0,0,1,Sales staff,3,1
F,N,N,0,137708,Pensioner,Secondary / secondary special,Single / not married,With parents,14,-19580,0,1,0,Secretaries,2,0
F,Y,Y,0,155440,Working,Secondary / secondary special,Married,House / apartment,-13828,-8499,0,1,0,Cooking staff,3,1
F,N,Y,5,106575,Working,Secondary / secondary special,Married,House / apartment,-7683,-23187,0,1,0,Secretaries,3,0
M,N,Y,2,31349,Working,Secondary / secondary special,Married,House / apartment,-7256,-15221,0,0,0,Core staff,2,1
M,Y,Y,1,117687,Working,Secondary / secondary special,Single / not married,House / apartment,-14841,-13556,0,0,0,Secretaries,3,0
F,N,Y,0,246767,Working,Higher education,Married,House / apartment,-4315,-22626,0,0,0,Sales staff,3,1
M,N,N,0,155829,Working,Secondary / secondary special,Married,House / apartment,-7037,-23474,1,1,0,Managers,2,1
M,N,Y,0,370863,Commercial associate,Higher education,Single / not married,House / apartment,-12871,-13241,0,0,0,Cleaning staff,2,1
F,N,N,1,154568,State servant,Higher education,Single / not married,House / apartment,-11922,-17913,0,0,0,Cooking staff,1,1
M,Y,Y,2,55811,Student,Higher education,Married,House / apartment,-12771,-16207,0,0,0,Secretaries,2,1
F,Y,Y,1,259500,Working,Secondary / secondary special,Married,House / apartment,-12083,-21386,0,0,0,Sales staff,2,1
F,N,N,2,190671,Commercial associate,Academic degree,Married,House / apartment,-11987,-22851,0,0,0,IT staff,3,1
M,Y,Y,0,20000,Pensioner,Secondary / secondary special,Single / not married,With parents,1,-16421,0,0,0,IT staff,2,0
M,N,N,0,321576,Working,Secondary / secondary special,Married,Municipal apartment,-2235,-10985,1,1,0,Laborers,4,1
F,N,Y,0,147647,Commercial associate,Higher education,Married,House / apartment,-8674,-22304,0,0,0,Cooking staff,2,0
F,N,N,1,191307,Working,Secondary / secondary special,Civil marriage,House / apartment,-3423,-12374,0,0,0,Security staff,2,0
M,N,Y,0,103770,Working,Higher education,Separated,House / apartment,-13421,-10481,1,0,1,Laborers,2,1
F,Y,Y,3,237793,Working,Secondary / secondary special,Married,House / apartment,-491,-9686,0,0,0,Private service staff,2,0
M,Y,Y,0,173520,Working,Secondary / secondary special,Married,House / apartment,-651,-12975,0,0,0,Core staff,2,1
F,Y,Y,3,463254,Commercial associate,Secondary / secondary special,Married,With parents,-3437,-23695,0,1,0,Security staff,2,1
F,N,Y,0,233667,Working,Secondary / secondary special,Married,With parents,-13040,-11561,0,0,0,Medicine staff,2,1
M,Y,Y,4,200062,Working,Secondary / secondary special,Married,House / apartment,-592,-24284,0,0,0,Sales staff,3,0
M,N,Y,1,108851,Working,Secondary / secondary special,Married,House / apartment,-7098,-19242,0,0,0,Cooking staff,3,1
M,N,Y,3,122411,Pensioner,Higher education,Married,House / apartment,13,-13817,1,0,0,Drivers,2,0
M,N,N,0,219669,Working,Higher education,Married,Municipal apartment,-967,-16495,0,0,0,Secretaries,3,1
M,Y,Y,2,310316,Commercial associate,Higher education,Civil marriage,Municipal apartment,-11156,-22720,0,0,0,Core staff,3,1
F,N,Y,3,203979,Commercial associate,Higher education,Married,House / apartment,-10303,-9920,0,0,0,Drivers,1,1
M,N,Y,0,236005,Working,Secondary / secondary special,Married,House / apartment,-12610,-15921,1,1,0,Laborers,5,0
F,Y,Y,0,158296,Working,Incomplete higher,Widow,House / apartment,-13581,-18722,0,0,0,Cooking staff,3,1
F,Y,Y,0,238737,Commercial associate,Secondary / secondary special,Married,House / apartment,-11083,-20971,1,1,0,Cooking staff,2,1
F,Y,Y,3,20000,Working,Secondary / secondary special,Separated,House / apartment,-2973,-21937,0,0,0,Secretaries,2,0
F,N,N,1,153020,Working,Higher education,Married,House / apartment,-794,-11687,0,1,0,Core staff,1,1
M,Y,N,1,197130,Commercial associate,Secondary / secondary special,Married,House / apartment,-2380,-16648,0,0,0,Sales staff,1,1
F,N,Y,0,156576,Working,Higher education,Married,House / apartment,-2358,-14621,0,0,0,Security staff,3,1
F,N,Y,0,152026,Working,Secondary / secondary special,Married,House / apartment,-3178,-14457,1,1,0,Cooking staff,2,1
M,N,Y,2,117512,Working,Secondary / secondary special,Married,House / apartment,-10058,-21108,0,0,0,Medicine staff,3,0
M,Y,Y,0,240201,Working,Secondary / secondary special,Single / not married,House / apartment,-6646,-15438,0,0,0,IT staff,3,1
F,N,Y,1,314353,Commercial associate,Secondary / secondary special,Married,House / apartment,-6693,-21605,1,0,0,Cooking staff,3,1
F,N,Y,3,288516,Commercial associate,Incomplete higher,Single / not married,Municipal apartment,-7430,-8641,0,0,0,High skill tech staff,3,1
M,N,Y,0,218891,Commercial associate,Academic degree,Married,House / apartment,-9802,-22546,0,1,0,Secretaries,1,1
M,N,Y,1,150783,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-5338,-9172,0,1,0,Secretaries,2,1
M,N,Y,0,163193,Working,Secondary / secondary special,Married,House / apartment,-8998,-20043,0,0,0,Cleaning staff,3,0
F,N,N,1,163165,Working,Secondary / secondary special,Widow,House / apartment,-3729,-18708,0,0,0,Accountants,1,1
F,N,Y,0,143038,Working,Higher education,Married,House / apartment,-9858,-16304,0,0,0,IT staff,1,1
F,N,N,2,159233,Working,Secondary / secondary special,Widow,House / apartment,-11148,-13041,0,0,0,Secretaries,4,0
M,Y,N,0,161505,State servant,Incomplete higher,Married,Municipal apartment,-3970,-12188,0,0,0,High skill tech staff,3,1
M,Y,Y,1,133935,Pensioner,Higher education,Single / not married,House / apartment,11,-15405,0,0,0,Secretaries,2,0
F,Y,Y,1,286637,Working,Incomplete higher,Married,Municipal apartment,-6395,-15041,1,0,0,Security staff,3,1
M,N,Y,0,209030,Working,Secondary / secondary special,Civil marriage,House / apartment,-6127,-9617,0,0,0,Managers,3,1
M,N,N,2,177460,Working,Higher education,Single / not married,House / apartment,-6167,-16108,1,0,0,Laborers,2,1
F,N,N,0,234410,Working,Higher education,Civil marriage,House / apartment,-11022,-12687,0,1,0,Private service staff,1,1
M,N,Y,1,92889,Working,Higher education,Married,With parents,-13568,-24990,1,1,0,Secretaries,4,1
F,N,Y,0,171138,Commercial associate,Higher education,Civil marriage,Office apartment,-6140,-11905,0,0,0,Medicine staff,2,1
M,N,N,1,139889,Pensioner,Higher education,Married,With parents,9,-19779,0,1,0,Medicine staff,1,0
M,Y,Y,0,279764,Commercial associate,Higher education,Married,House / apartment,-7195,-9529,0,1,0,Core staff,2,1
M,N,N,0,177210,Working,Incomplete higher,Married,House / apartment,-14032,-21323,0,0,0,Medicine staff,3,1
F,Y,N,0,207003,Working,Incomplete higher,Married,House / apartment,-9200,-13989,0,1,0,Cleaning staff,2,1
F,Y,Y,2,144625,Working,Higher education,Single / not married,House / apartment,-7155,-9895,0,0,1,Cooking staff,2,1
F,Y,Y,0,201025,Pensioner,Secondary / secondary special,Married,House / apartment,6,-17666,0,0,0,Secretaries,2,0
F,N,Y,2,117714,Pensioner,Secondary / secondary special,Married,House / apartment,13,-13016,0,0,0,Managers,5,0
M,N,Y,3,148090,Pensioner,Higher education,Single / not married,House / apartment,3,-19836,0,1,0,Security staff,2,0
F,N,Y,0,175112,Working,Secondary / secondary special,Widow,House / apartment,-9409,-15967,1,0,0,Security staff,3,1
F,Y,N,1,230410,Commercial associate,Secondary / secondary special,Married,House / apartment,-9617,-10111,0,0,0,Medicine staff,4,1
F,N,N,0,214651,Working,Secondary / secondary special,Single / not married,With parents,-7530,-24716,0,1,0,Laborers,1,1
M,N,N,0,175482,Commercial associate,Higher education,Married,House / apartment,-914,-18457,0,0,0,Drivers,5,0
F,Y,Y,2,246717,Working,Higher education,Single / not married,House / apartment,-10181,-19430,0,0,1,Medicine staff,4,1
M,N,N,1,246268,Working,Secondary / secondary special,Widow,House / apartment,-7368,-17477,0,1,0,Medicine staff,4,0
M,Y,N,1,317693,Commercial associate,Secondary / secondary special,Married,House / apartment,-11765,-13977,1,1,0,Sales staff,2,1
F,N,Y,0,218512,Working,Higher education,Married,House / apartment,-9745,-12288,0,0,1,Cleaning staff,3,1
F,N,Y,0,157014,Working,Incomplete higher,Civil marriage,Municipal apartment,-14749,-23971,0,0,0,Laborers,3,1
M,Y,Y,0,124615,Working,Secondary / secondary special,Widow,House / apartment,-10700,-17245,0,0,0,IT staff,5,0
M,Y,N,2,163830,Working,Secondary / secondary special,Married,House / apartment,-833,-24447,0,0,0,Managers,2,0
F,N,Y,1,175423,Working,Higher education,Married,House / apartment,-7591,-8349,1,0,0,High skill tech staff,3,1
F,N,N,2,80305,Working,Higher education,Civil marriage,House / apartment,-3929,-10797,0,0,0,Drivers,2,0
F,N,Y,0,231619,Working,Higher education,Married,House / apartment,-11002,-23760,0,0,1,Drivers,2,1
F,N,Y,0,20000,Working,Higher education,Married,House / apartment,-6018,-20841,0,1,0,Cleaning staff,2,1
F,N,Y,0,101475,State servant,Incomplete higher,Single / not married,House / apartment,-9820,-14220,0,1,0,Managers,3,0
M,N,Y,0,270112,Working,Secondary / secondary special,Married,Municipal apartment,-2248,-16339,1,1,0,Medicine staff,2,1
F,N,Y,0,164339,Working,Secondary / secondary special,Married,House / apartment,-871,-21713,0,1,0,Cleaning staff,2,0
M,N,Y,2,270038,Commercial associate,Higher education,Widow,House / apartment,-9579,-14785,0,0,1,Cooking staff,5,1
M,N,N,3,120865,Pensioner,Higher education,Married,House / apartment,5,-15219,1,0,0,Core staff,2,0
F,N,Y,1,233552,Commercial associate,Higher education,Civil marriage,House / apartment,-7022,-9049,0,0,0,Secretaries,3,1
M,N,Y,1,191557,Working,Lower secondary,Civil marriage,House / apartment,-2319,-19687,0,0,0,Laborers,2,1
F,Y,Y,0,342809,Commercial associate,Higher education,Single / not married,With parents,-1082,-9953,0,0,0,IT staff,2,1
F,Y,Y,2,324815,Commercial associate,Higher education,Civil marriage,With parents,-684,-14748,0,0,0,Medicine staff,3,0
F,N,Y,0,289166,Commercial associate,Secondary / secondary special,Married,House / apartment,-3740,-20683,0,0,0,Medicine staff,4,1
F,N,Y,3,46985,Commercial associate,Secondary / secondary special,Married,House / apartment,-4101,-15389,0,0,0,Laborers,2,0
F,Y,N,1,124821,Pensioner,Higher education,Married,Rented apartment,6,-24162,0,0,0,IT staff,3,0
F,N,Y,0,103474,Pensioner,Secondary / secondary special,Married,Municipal apartment,2,-16539,0,0,0,Laborers,1,0
F,N,N,3,240475,Commercial associate,Secondary / secondary special,Married,House / apartment,-9622,-11078,0,1,0,Private service staff,2,0
M,Y,N,0,167050,Working,Incomplete higher,Married,House / apartment,-12423,-20173,0,0,0,Managers,2,1
F,N,Y,1,157858,Commercial associate,Incomplete higher,Married,With parents,-9694,-12097,0,0,0,Private service staff,1,1
M,Y,Y,1,137763,Pensioner,Secondary / secondary special,Married,House / apartment,29,-10600,0,1,0,Cleaning staff,2,0
F,Y,Y,0,193639,Working,Higher education,Widow,House / apartment,-13765,-22925,0,0,0,Cleaning staff,2,1
F,N,N,0,86129,Student,Secondary / secondary special,Separated,House / apartment,-13942,-7304,0,1,0,IT staff,1,0
F,N,N,1,175237,Working,Secondary / secondary special,Married,With parents,-5638,-8721,0,0,0,Core staff,2,1
M,Y,Y,2,192867,Working,Higher education,Married,House / apartment,-3190,-10810,0,1,0,Core staff,2,1
M,N,N,0,80254,Pensioner,Higher education,Married,House / apartment,5,-9916,1,1,0,High skill tech staff,3,0
F,N,Y,3,254242,Working,Secondary / secondary special,Married,House / apartment,-3153,-12467,0,1,0,Drivers,4,0
M,Y,N,0,164536,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-9632,-10277,0,0,0,Medicine staff,3,0
M,Y,N,0,257001,Working,Secondary / secondary special,Separated,House / apartment,-14944,-9736,1,1,0,Laborers,2,0
M,N,Y,0,173784,Working,Academic degree,Married,Municipal apartment,-4916,-8754,0,1,0,Cleaning staff,4,1
F,Y,Y,0,128432,Working,Higher education,Married,Municipal apartment,-7528,-10399,0,0,0,Security staff,3,0
F,N,Y,0,220762,Working,Secondary / secondary special,Married,House / apartment,-12431,-16005,0,0,0,Cleaning staff,2,1
M,N,Y,4,161719,Working,Secondary / secondary special,Married,House / apartment,-964,-10437,1,1,0,Security staff,1,0
M,N,N,0,62308,Student,Higher education,Civil marriage,House / apartment,-10920,-13066,0,0,0,Cooking staff,3,0
M,Y,Y,0,77675,Student,Higher education,Single / not married,Municipal apartment,-2352,-12325,0,1,0,Cleaning staff,3,0
F,N,Y,0,180312,Working,Higher education,Single / not married,House / apartment,-8623,-18479,0,0,0,Cooking staff,3,1
F,N,Y,2,258360,Commercial associate,Secondary / secondary special,Married,House / apartment,-13052,-18645,1,0,0,Accountants,3,1
M,N,N,2,116204,Working,Lower secondary,Married,House / apartment,-14778,-20229,0,1,1,Accountants,3,0
M,Y,Y,0,146805,Working,Secondary / secondary special,Married,House / apartment,-5169,-22304,1,0,0,Cooking staff,5,0
M,Y,Y,0,145577,Working,Secondary / secondary special,Married,House / apartment,-2386,-12542,0,1,0,Private service staff,2,1
F,N,Y,0,163467,State servant,Secondary / secondary special,Single / not married,House / apartment,-9783,-11537,0,0,0,Medicine staff,1,1
